No.,ID Articulo,Codigo Fabricante,Nombre del Articulo,MEDIDAS ,Categoría,Proveedor,Ubicación,Teléfono,Contacto, Precio Compra Sin  IVA, IVA,Precio de Compra Con IVA (Neto),% a Ganar,Utilidad,Es compra Interna?,"Open Pay
(2.99% + 2.5)","IVA 
Open Pay",Comisión Tienda Nube,Total Comisiones,% Descuento En Pago Con Transferencia,Precio de Venta con IVA,,IVA a Desglozar,Precio de Vta. Sin IVA,Ganancia Real,,,,,,,,,Calcula ID,,,,,,,,,
0914,3/8HR, LGVTM407,CRISTO # 3/8 HEXAGONAL RAYADO,31.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$237.93,$38.07,$276,50.00%, $ 138.00 ,, $ 10.50 , $ 1.68 , $ 11.12 , $ 23.31 ,5.26%,$437,,$60.32,$377,$322,,,,,,,,,,,,,,,,,,
0915,3/8HL, LGVTM408,CRISTO # 3/8 HEXAGONAL LISO,31.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$243.10,$38.90,$282,50.00%, $ 141.00 ,, $ 10.68 , $ 1.71 , $ 11.31 , $ 23.69 ,5.35%,$447,,$61.61,$385,$330,,,,,,,,,,,,,,,,,,
0916,16HRE, LGVTM409,CRISTO HEXAGONAL RAYADO DORADO ESPEJO,30.5 X 13 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$159.48,$25.52,$185,50.00%, $ 92.50 ,, $ 7.87 , $ 1.26 , $ 8.33 , $ 17.46 ,3.94%,$295,,$40.68,$254,$199,,,,,,,,,,,,,,,,,,
0917,HCN, LGVTM410,CRISTO HEXAGONAL CON CADENA RAYADO,10.5 X 5.7cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$58.62,$9.38,$68,50.00%, $ 34.00 ,, $ 4.47 , $ 0.72 , $ 4.74 , $ 9.93 ,2.24%,$112,,$15.44,$96,$41,,,,,,,,,,,,,,,,,,
0918,HCNL, LGVTM411,CRISTO HEXAGONAL CON CADENA LISO,10.5 X 5.7cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$64.66,$10.34,$75,50.00%, $ 37.50 ,, $ 4.68 , $ 0.75 , $ 4.96 , $ 10.38 ,2.34%,$123,,$16.95,$106,$51,,,,,,,,,,,,,,,,,,
0919,2HCN, LGVTM412,CRISTO MED. HEXAGONAL CON CADENA RAYAD,6 X 3.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$50.86,$8.14,$59,50.00%, $ 29.50 ,, $ 4.21 , $ 0.67 , $ 4.47 , $ 9.35 ,2.11%,$98,,$13.50,$84,$29,,,,,,,,,,,,,,,,,,
0920,1HCN, LGVTM413,CRISTO CHICO HEXAGONAL CON CADENA RAYAD,7 X 4 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$41.38,$6.62,$48,50.00%, $ 24.00 ,, $ 3.89 , $ 0.62 , $ 4.13 , $ 8.65 ,1.95%,$81,,$11.12,$70,$14,,,,,,,,,,,,,,,,,,
0921,25PCH, LGVTM414,CRISTO # 25 PAPAL CHAPA DE ORO,37 X 16 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$333.62,$53.38,$387,50.00%, $ 193.50 ,, $ 13.72 , $ 2.20 , $ 14.53 , $ 30.45 ,6.87%,$611,,$84.27,$527,$472,,,,,,,,,,,,,,,,,,
0922,16PRD, LGVTM415,CRISTO # 16 PAPAL RAYADO DORADO,29.5 X 13 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$126.72,$20.28,$147,50.00%, $ 73.50 ,, $ 6.76 , $ 1.08 , $ 7.17 , $ 15.01 ,3.39%,$236,,$32.48,$203,$148,,,,,,,,,,,,,,,,,,
0923,16PRP, LGVTM416,CRISTO # 16 PAPAL RAYADO PLATA,29.5 X 13 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$117.24,$18.76,$136,50.00%, $ 68.00 ,, $ 6.44 , $ 1.03 , $ 6.83 , $ 14.30 ,3.23%,$218,,$30.11,$188,$133,,,,,,,,,,,,,,,,,,
0924,16RP, LGVTM417,CRISTO # 16 REDONDO PAPAL,29.5 X 13 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$140.52,$22.48,$163,50.00%, $ 81.50 ,, $ 7.23 , $ 1.16 , $ 7.66 , $ 16.04 ,3.62%,$261,,$35.94,$225,$169,,,,,,,,,,,,,,,,,,
0925,3P-D, LGVTM418,CRISTO # 3 PAPAL DORADO,13 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$46.55,$7.45,$54,50.00%, $ 27.00 ,, $ 4.07 , $ 0.65 , $ 4.31 , $ 9.03 ,2.04%,$90,,$12.42,$78,$22,,,,,,,,,,,,,,,,,,
0926,3P, LGVTM419,CRISTO # 3 PAPAL PLATA,13 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$41.38,$6.62,$48,50.00%, $ 24.00 ,, $ 3.89 , $ 0.62 , $ 4.13 , $ 8.65 ,1.95%,$81,,$11.12,$70,$14,,,,,,,,,,,,,,,,,,
0927,16DR, LGVTM420,CRISTO # 16 DORADO RAYADO,34 X 12.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$134.48,$21.52,$156,50.00%, $ 78.00 ,, $ 7.02 , $ 1.12 , $ 7.44 , $ 15.59 ,3.52%,$250,,$34.43,$215,$160,,,,,,,,,,,,,,,,,,
0928,16DL, LGVTM421,CRISTO # 16 DORADO LISO,34 X 12.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$140.52,$22.48,$163,50.00%, $ 81.50 ,, $ 7.23 , $ 1.16 , $ 7.66 , $ 16.04 ,3.62%,$261,,$35.94,$225,$169,,,,,,,,,,,,,,,,,,
0929,16PL, LGVTM422,CRISTO # 16 PATINADO LISO,34 X 12.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$131.03,$20.97,$152,50.00%, $ 76.00 ,, $ 6.91 , $ 1.11 , $ 7.32 , $ 15.33 ,3.46%,$243,,$33.56,$210,$155,,,,,,,,,,,,,,,,,,
0930,16DA, LGVTM423,CRISTO # 16DORADO CON AUREOLA,31 X 11 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$117.24,$18.76,$136,50.00%, $ 68.00 ,, $ 6.44 , $ 1.03 , $ 6.83 , $ 14.30 ,3.23%,$218,,$30.11,$188,$133,,,,,,,,,,,,,,,,,,
0931,16MRD, LGVTM424,CRISTO MINI # 16 REDONDO DORADO,12 X 6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$48.28,$7.72,$56,50.00%, $ 28.00 ,, $ 4.12 , $ 0.66 , $ 4.38 , $ 9.16 ,2.07%,$93,,$12.85,$80,$25,,,,,,,,,,,,,,,,,,
0932,16MRP, LGVTM425,CRISTO MINI # 16 REDONDO PLATA,12 X 6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$46.55,$7.45,$54,50.00%, $ 27.00 ,, $ 4.07 , $ 0.65 , $ 4.31 , $ 9.03 ,2.04%,$90,,$12.42,$78,$22,,,,,,,,,,,,,,,,,,
0933,10SD, LGVTM426,CRISTO # 10 SOLERA DORADO,24 X 10 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$121.55,$19.45,$141,50.00%, $ 70.50 ,, $ 6.59 , $ 1.05 , $ 6.98 , $ 14.63 ,3.30%,$226,,$31.19,$195,$140,,,,,,,,,,,,,,,,,,
0934,101DG, LGVTM427,CRISTO # 10 SOLERA DORADO GRABADO,24 X 10 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$101.72,$16.28,$118,50.00%, $ 59.00 ,, $ 5.92 , $ 0.95 , $ 6.28 , $ 13.15 ,2.97%,$190,,$26.23,$164,$109,,,,,,,,,,,,,,,,,,
0935,10S, LGVTM428,CRISTO # 10 SOLERA C/45,24 X 10 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$86.21,$13.79,$100,50.00%, $ 50.00 ,, $ 5.40 , $ 0.86 , $ 5.73 , $ 11.99 ,2.71%,$162,,$22.34,$140,$84,,,,,,,,,,,,,,,,,,
0936,25CD, LGVTM429,CRISTO # 25 RAYADO CUADRADO DORADO,41.5 x 19.5,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$268.10,$42.90,$311,50.00%, $ 155.50 ,, $ 11.52 , $ 1.84 , $ 12.20 , $ 25.56 ,5.77%,$492,,$67.87,$424,$369,,,,,,,,,,,,,,,,,,
0937,16CP, LGVTM430,CRISTO # 16 RAYADO CUADRADO PLATA,32 X 13 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$140.52,$22.48,$163,50.00%, $ 81.50 ,, $ 7.23 , $ 1.16 , $ 7.66 , $ 16.04 ,3.62%,$261,,$35.94,$225,$169,,,,,,,,,,,,,,,,,,
0938,15CDA, LGVTM431,CRISTO # 15 CUADRADO DORADO CON AUREOLA,25 X 11 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$106.03,$16.97,$123,50.00%, $ 61.50 ,, $ 6.07 , $ 0.97 , $ 6.43 , $ 13.47 ,3.04%,$198,,$27.31,$171,$115,,,,,,,,,,,,,,,,,,
0939,16CD, LGVTM432,CRISTO # 16 CUADRADO RAYADO DORADO,32 X 13 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$140.52,$22.48,$163,50.00%, $ 81.50 ,, $ 7.23 , $ 1.16 , $ 7.66 , $ 16.04 ,3.62%,$261,,$35.94,$225,$169,,,,,,,,,,,,,,,,,,
0940,16CDP, LGVTM433,CRISTO # 16 CUADRADO DORADO CUERPO PLAT,32 X 13 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$140.52,$22.48,$163,50.00%, $ 81.50 ,, $ 7.23 , $ 1.16 , $ 7.66 , $ 16.04 ,3.62%,$261,,$35.94,$225,$169,,,,,,,,,,,,,,,,,,
0941,3/8RRD, LGVTM434,CRISTO # 3/8 REDONDO RAYADO DORADO,31.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$218.10,$34.90,$253,50.00%, $ 126.50 ,, $ 9.84 , $ 1.57 , $ 10.42 , $ 21.83 ,4.93%,$401,,$55.36,$346,$291,,,,,,,,,,,,,,,,,,
0942,3/8RAD, LGVTM435,CRISTO # 3/8  REDONDO ALUMINIO,31.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$169.83,$27.17,$197,50.00%, $ 98.50 ,, $ 8.21 , $ 1.31 , $ 8.70 , $ 18.23 ,4.12%,$314,,$43.27,$270,$215,,,,,,,,,,,,,,,,,,
0943,3/8RLD, LGVTM436,CRISTO # 3/8 REDONDO LISO DORADO,31.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$221.55,$35.45,$257,50.00%, $ 128.50 ,, $ 9.95 , $ 1.59 , $ 10.54 , $ 22.09 ,4.99%,$408,,$56.22,$351,$296,,,,,,,,,,,,,,,,,,
0944,25RAD, LGVTM437,CRISTO # 25 REDONDO ALUMINIO,41.5 x 19.5,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$234.48,$37.52,$272,50.00%, $ 136.00 ,, $ 10.39 , $ 1.66 , $ 11.00 , $ 23.05 ,5.20%,$431,,$59.46,$372,$316,,,,,,,,,,,,,,,,,,
0945,INFANTIL, LGVTM438,CRISTO INFANTIL RAYADO DORADO,8 X 4.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$25.00,$4.00,$29,50.00%, $ 14.50 ,, $ 3.34 , $ 0.53 , $ 3.55 , $ 7.42 ,1.68%,$51,,$7.02,$44,-$11,,,,,,,,,,,,,,,,,,
0946,1RJ, LGVTM439,CRUZ ROSTRO DE JESUS GRANDE,16 X 9 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$62.07,$9.93,$72,50.00%, $ 36.00 ,, $ 4.59 , $ 0.73 , $ 4.87 , $ 10.19 ,2.30%,$118,,$16.30,$102,$47,,,,,,,,,,,,,,,,,,
0947,INFANTIL P, LGVTM440,CRISTO INFANTIL RAYADO PLATA,8 X 4.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$25.00,$4.00,$29,50.00%, $ 14.50 ,, $ 3.34 , $ 0.53 , $ 3.55 , $ 7.42 ,1.68%,$51,,$7.02,$44,-$11,,,,,,,,,,,,,,,,,,
0948,15DR, LGVTM441,CRISTO # 15 DORADO RAYADO,27 X 10.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$103.45,$16.55,$120,50.00%, $ 60.00 ,, $ 5.98 , $ 0.96 , $ 6.34 , $ 13.28 ,3.00%,$193,,$26.66,$167,$111,,,,,,,,,,,,,,,,,,
0949,15PR, LGVTM442,CRISTO # 15 PATINADO RAYADO,27 X 10.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$100.86,$16.14,$117,50.00%, $ 58.50 ,, $ 5.89 , $ 0.94 , $ 6.25 , $ 13.08 ,2.95%,$189,,$26.01,$163,$107,,,,,,,,,,,,,,,,,,
0950,15DL, LGVTM443,CRISTO # 15 DORADO LISO,27 X 10.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$103.45,$16.55,$120,50.00%, $ 60.00 ,, $ 5.98 , $ 0.96 , $ 6.34 , $ 13.28 ,3.00%,$193,,$26.66,$167,$111,,,,,,,,,,,,,,,,,,
0951,5PL, LGVTM444,CRISTO # 15 PATINADO LISO,27 X 10.5 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$100.86,$16.14,$117,50.00%, $ 58.50 ,, $ 5.89 , $ 0.94 , $ 6.25 , $ 13.08 ,2.95%,$189,,$26.01,$163,$107,,,,,,,,,,,,,,,,,,
0952,2MRR, LGVTM445,CRISTO MINI # 2 REDONDO RAYADO,12.5 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$38.79,$6.21,$45,50.00%, $ 22.50 ,, $ 3.81 , $ 0.61 , $ 4.04 , $ 8.45 ,1.91%,$76,,$10.48,$65,$10,,,,,,,,,,,,,,,,,,
0953,2MRL, LGVTM446,CRISTO MINI # 2 REDONDO LISO,12.5 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$41.38,$6.62,$48,50.00%, $ 24.00 ,, $ 3.89 , $ 0.62 , $ 4.13 , $ 8.65 ,1.95%,$81,,$11.12,$70,$14,,,,,,,,,,,,,,,,,,
0954,2MLP, LGVTM447,CRISTO MINI # 2 REDONDO LISO PATINADO,12.5 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$41.38,$6.62,$48,50.00%, $ 24.00 ,, $ 3.89 , $ 0.62 , $ 4.13 , $ 8.65 ,1.95%,$81,,$11.12,$70,$14,,,,,,,,,,,,,,,,,,
0955,10D, LGVTM448,CRISTO # 10 DORADO LISO,17 X 7.5,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$56.03,$8.97,$65,50.00%, $ 32.50 ,, $ 4.39 , $ 0.70 , $ 4.65 , $ 9.74 ,2.20%,$107,,$14.79,$92,$37,,,,,,,,,,,,,,,,,,
0956,INFANTIL CN, LGVTM449,CRISTO INFANTIL C/CADENA DORADO,8 X 4.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$43.97,$7.03,$51,50.00%, $ 25.50 ,, $ 3.98 , $ 0.64 , $ 4.22 , $ 8.84 ,2.00%,$85,,$11.77,$74,$18,,,,,,,,,,,,,,,,,,
0957,, LGVTM450,MODELOS VARIOS,,0,0,0,0,0,$0.00,$0.00,,0.00%, $ -   ,, $ 2.50 , $ -   , $ -   , $ -   ,0.00%,$0,,$0.00,$0,$0,,,,,,,,,,,,,,,,,,
0958,DN-D, LGVTM451,DIVINO NIÑO DORADO CON BASE MADERA,8 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$58.62,$9.38,$68,50.00%, $ 34.00 ,, $ 4.47 , $ 0.72 , $ 4.74 , $ 9.93 ,2.24%,$112,,$15.44,$96,$41,,,,,,,,,,,,,,,,,,
0959,DN-P, LGVTM452,DIVINO NIÑO PLATA CON BASE MADERA,8 X 7 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$55.17,$8.83,$64,50.00%, $ 32.00 ,, $ 4.36 , $ 0.70 , $ 4.62 , $ 9.67 ,2.18%,$106,,$14.58,$91,$36,,,,,,,,,,,,,,,,,,
0960,ADD, LGVTM453,HADA DORADA,5 X 5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$56.03,$8.97,$65,50.00%, $ 32.50 ,, $ 4.39 , $ 0.70 , $ 4.65 , $ 9.74 ,2.20%,$107,,$14.79,$92,$37,,,,,,,,,,,,,,,,,,
0961,ADP, LGVTM454,HADA PLATA,5 X 5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$50.00,$8.00,$58,50.00%, $ 29.00 ,, $ 4.18 , $ 0.67 , $ 4.44 , $ 9.29 ,2.10%,$96,,$13.28,$83,$28,,,,,,,,,,,,,,,,,,
0962,QA, LGVTM455,QUERUBIN ALAS DORADAS MOD. A,6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$48.28,$7.72,$56,50.00%, $ 28.00 ,, $ 4.12 , $ 0.66 , $ 4.38 , $ 9.16 ,2.07%,$93,,$12.85,$80,$25,,,,,,,,,,,,,,,,,,
0963,QB, LGVTM456,QUERUBIN ALAS DORADAS MOD. B,6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$48.28,$7.72,$56,50.00%, $ 28.00 ,, $ 4.12 , $ 0.66 , $ 4.38 , $ 9.16 ,2.07%,$93,,$12.85,$80,$25,,,,,,,,,,,,,,,,,,
0964,AO, LGVTM457,ANGEL ORANDO DE BULTO ALAS DORADAS,6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$43.97,$7.03,$51,50.00%, $ 25.50 ,, $ 3.98 , $ 0.64 , $ 4.22 , $ 8.84 ,2.00%,$85,,$11.77,$74,$18,,,,,,,,,,,,,,,,,,
0965,JT, LGVTM458,JUDAS TADEO,6.5 X 2.7 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$46.55,$7.45,$54,50.00%, $ 27.00 ,, $ 4.07 , $ 0.65 , $ 4.31 , $ 9.03 ,2.04%,$90,,$12.42,$78,$22,,,,,,,,,,,,,,,,,,
0966,MPA, LGVTM459,MANOS DE PAZ Y AMOR PLATA BASE MADERA,10 X 11.4 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$93.97,$15.03,$109,50.00%, $ 54.50 ,, $ 5.66 , $ 0.91 , $ 6.00 , $ 12.57 ,2.84%,$176,,$24.29,$152,$97,,,,,,,,,,,,,,,,,,
0967,MPA-D, LGVTM460,MANOS DE PAZ Y AMOR DORADA B/MADERA,10 X 11.4 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$104.31,$16.69,$121,50.00%, $ 60.50 ,, $ 6.01 , $ 0.96 , $ 6.37 , $ 13.34 ,3.01%,$195,,$26.87,$168,$113,,,,,,,,,,,,,,,,,,
0968,1RA, LGVTM461,RETABLO ARCANGEL CHICO,9 X 6.8 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$41.38,$6.62,$48,50.00%, $ 24.00 ,, $ 3.89 , $ 0.62 , $ 4.13 , $ 8.65 ,1.95%,$81,,$11.12,$70,$14,,,,,,,,,,,,,,,,,,
0969,RSC1, LGVTM462,RETABLO SAGRADO CORAZON NUEVO,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$64.66,$10.34,$75,50.00%, $ 37.50 ,, $ 4.68 , $ 0.75 , $ 4.96 , $ 10.38 ,2.34%,$123,,$16.95,$106,$51,,,,,,,,,,,,,,,,,,
0970,SRM, LGVTM463,SEÑOR DE LA MISERICORDIA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$96.55,$15.45,$112,50.00%, $ 56.00 ,, $ 5.75 , $ 0.92 , $ 6.09 , $ 12.76 ,2.88%,$181,,$24.93,$156,$101,,,,,,,,,,,,,,,,,,
0971,PE-D, LGVTM464,PESEBRE DORADO,7.5 X 10 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$104.31,$16.69,$121,50.00%, $ 60.50 ,, $ 6.01 , $ 0.96 , $ 6.37 , $ 13.34 ,3.01%,$195,,$26.87,$168,$113,,,,,,,,,,,,,,,,,,
0972,PE-P, LGVTM465,PESEBRE PLATA,7.5 X 10 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$100.86,$16.14,$117,50.00%, $ 58.50 ,, $ 5.89 , $ 0.94 , $ 6.25 , $ 13.08 ,2.95%,$189,,$26.01,$163,$107,,,,,,,,,,,,,,,,,,
0973,NAD-01, LGVTM466,NACIMIENTO DORADO GRANDE,19.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$218.10,$34.90,$253,50.00%, $ 126.50 ,, $ 9.84 , $ 1.57 , $ 10.42 , $ 21.83 ,4.93%,$401,,$55.36,$346,$291,,,,,,,,,,,,,,,,,,
0974,NAP-01, LGVTM467,NACIMIENTO PLATA GRANDE,19.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$208.62,$33.38,$242,50.00%, $ 121.00 ,, $ 9.52 , $ 1.52 , $ 10.08 , $ 21.12 ,4.77%,$384,,$52.98,$331,$276,,,,,,,,,,,,,,,,,,
0975,NAC-01, LGVTM468,NACIMIENTO COMBINADO GRANDE,19.5 X 14 cm,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$218.10,$34.90,$253,50.00%, $ 126.50 ,, $ 9.84 , $ 1.57 , $ 10.42 , $ 21.83 ,4.93%,$401,,$55.36,$346,$291,,,,,,,,,,,,,,,,,,
0976,NAD-02, LGVTM469,NACIMIENTO DORADO CHICO,10 X 8 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$78.45,$12.55,$91,50.00%, $ 45.50 ,, $ 5.14 , $ 0.82 , $ 5.45 , $ 11.41 ,2.58%,$148,,$20.40,$128,$72,,,,,,,,,,,,,,,,,,
0977,NAP-02, LGVTM470,NACIMIENTO PLATA CHICO,10 X 8 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$72.41,$11.59,$84,50.00%, $ 42.00 ,, $ 4.94 , $ 0.79 , $ 5.23 , $ 10.96 ,2.47%,$137,,$18.89,$118,$63,,,,,,,,,,,,,,,,,,
0978,NAC-02, LGVTM471,NACIMIENTO COMBINADO CHICO,10 X 8 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$78.45,$12.55,$91,50.00%, $ 45.50 ,, $ 5.14 , $ 0.82 , $ 5.45 , $ 11.41 ,2.58%,$148,,$20.40,$128,$72,,,,,,,,,,,,,,,,,,
0979,NAR-D, LGVTM472,NACIMIENTO REYES DORADO,8 X 9.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$104.31,$16.69,$121,50.00%, $ 60.50 ,, $ 6.01 , $ 0.96 , $ 6.37 , $ 13.34 ,3.01%,$195,,$26.87,$168,$113,,,,,,,,,,,,,,,,,,
