No.,ID Articulo,Codigo Fabricante,Nombre del Articulo,MEDIDAS ,Categoría,Proveedor,Ubicación,Teléfono,Contacto, Precio Compra Sin  IVA, IVA,Precio de Compra Con IVA (Neto),% a Ganar,Utilidad,Es compra Interna?,"Open Pay
(2.99% + 2.5)","IVA 
Open Pay",Comisión Tienda Nube,Total Comisiones,% Descuento En Pago Con Transferencia,Precio de Venta con IVA,,IVA a Desglozar,Precio de Vta. Sin IVA,Ganancia Real,,,,,,,,,Calcula ID,,,,,,,,,
0048,OL-MER-DUL-0048,OL-MER-DUL-0048,MERMELADA DE MANZANA MANZANILLA CANELA DE 330 GR ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 40 , $ 7.68 , $ 48.00 ,45.00%, $ 21.60 ,, $ 3.89 , $ 0.62 , $ 4.08 , $ 8.60 ,5.50%,$78,,$10.79,$67,$27,,,,,,,,,OL,MER,DUL,-,0048,,0,0,,48
0049,OL-DUR-DUL-0049,OL-DUR-DUL-0049,DURAZNOS PRENSADOS CON MIEL DE AGAVE DE 500 GR ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,DUR,DUL,-,0049,,0,0,,49
0050,OL-DUR-DUL-0050,OL-DUR-DUL-0050,DURAZNOS EN ALMIBAR CON MIEL DE AGAVE DE 500 GR ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,DUR,DUL,-,0050,,0,0,,50
0051,OL-MER-DUL-0051,OL-MER-DUL-0051,MERMELADA DE HIGO CON HIERBABUENA Y MIEL DE AGAVE DE 330 GR ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,MER,DUL,-,0051,,0,0,,51
0052,OL-MER-DUL-0052,OL-MER-DUL-0052,MERMELADA DE DURAZNO CON MIEL DE AGAVE DE 330 GR ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 59 , $ 11.20 , $ 70.00 ,45.00%, $ 31.50 ,, $ 4.53 , $ 0.72 , $ 4.74 , $ 9.99 ,4.48%,$111,,$15.38,$96,$37,,,,,,,,,OL,MER,DUL,-,0052,,0,0,,52
0053,OL-MER-DUL-0053,OL-MER-DUL-0053,Mermelada de Tejocote con Miel de Agave de 330gr,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 59 , $ 11.20 , $ 70.00 ,45.00%, $ 31.50 ,, $ 4.53 , $ 0.72 , $ 4.74 , $ 9.99 ,4.48%,$111,,$15.38,$96,$37,,,,,,,,,OL,Mer,DUL,-,0053,,0,0,,53
,,,Mermelada de Membrillo con Miel de Agave de 330gr,,,,,,, $ 59 , $ 11.20 , $ 70.00 ,45.00%, $ 31.50 ,, $ 4.53 , $ 0.72 , $ 4.74 , $ 9.99 ,4.48%,$111,,$15.38,$96,$37,,,,,,,,,,,,,,,,,,
,,,Mermelada de manzana manzanilla canela de 330 gr,,,,,,, $ 59 , $ 11.20 , $ 70.00 ,45.00%, $ 31.50 ,, $ 4.53 , $ 0.72 , $ 4.74 , $ 9.99 ,4.48%,$111,,$15.38,$96,$37,,,,,,,,,,,,,,,,,,
,,,Cajeta Quemada y Envinada de 1 kg,,,,,,, $ 101 , $ 19.20 , $ 120.00 ,45.00%, $ 54.00 ,, $ 5.98 , $ 0.96 , $ 6.22 , $ 13.16 ,3.51%,$187,,$25.81,$161,$61,,,,,,,,,,,,,,,,,,
,,,Cajeta Quemada y Envinada de 500 gr,,,,,,, $ 55 , $ 10.40 , $ 65.00 ,45.00%, $ 29.25 ,, $ 4.39 , $ 0.70 , $ 4.59 , $ 9.67 ,4.65%,$104,,$14.33,$90,$35,,,,,,,,,,,,,,,,,,
,,,Cajeta Quemada y Envinada de 250 gr,,,,,,, $ 59 , $ 11.20 , $ 70.00 ,45.00%, $ 31.50 ,, $ 4.53 , $ 0.72 , $ 4.74 , $ 9.99 ,4.48%,$111,,$15.38,$96,$37,,,,,,,,,,,,,,,,,,
0054,OL-SAL-DUL-0054,OL-SAL-DUL-0054,SALSA DE CHILE CHILPOTLE CON PERA DE 275GR. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 59 , $ 11.20 , $ 70.00 ,45.00%, $ 31.50 ,, $ 4.53 , $ 0.72 , $ 4.74 , $ 9.99 ,4.48%,$111,,$15.38,$96,$37,,,,,,,,,OL,SAL,DUL,-,0054,,0,0,,54
0055,OL-SAL-DUL-0055,OL-SAL-DUL-0055,SALSA MACHA DE SEMILLAS DE 275GR. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 76 , $ 14.40 , $ 90.00 ,45.00%, $ 40.50 ,, $ 5.11 , $ 0.82 , $ 5.33 , $ 11.26 ,3.97%,$142,,$19.55,$122,$47,,,,,,,,,OL,SAL,DUL,-,0055,,0,0,,55
,,,Chile Peron En Escabeche de 1000g,,,,,,, $ 101 , $ 19.20 , $ 120.00 ,45.00%, $ 54.00 ,, $ 5.98 , $ 0.96 , $ 6.22 , $ 13.16 ,3.51%,$187,,$25.81,$161,$61,,,,,,,,,,,,,,,,,,
,,,"Chile Peron En Escabeche de 500 kg",,,,,,, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,,,,,,,,,,
0056,OL-CHI-DUL-0056,OL-CHI-DUL-0056,CHILE CHIPOTLE EN ESCABECHE DE 1000 G ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,CHI,DUL,-,0056,,0,0,,56
0057,OL-NOP-DUL-0057,OL-NOP-DUL-0057,NOPALES EN ESCABECHE DE 500KG ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,NOP,DUL,-,0057,,0,0,,57
0059,OL-LIC-DUL-0059,OL-LIC-DUL-0059,LICOR DE MEMBRILLO DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0059,,0,0,,59
0060,OL-LIC-DUL-0060,OL-LIC-DUL-0060,LICOR DE MEMBRILLO DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0060,,0,0,,60
0061,OL-LIC-DUL-0061,OL-LIC-DUL-0061,LICOR DE MEMBRILLO DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0061,,0,0,,61
0062,OL-LIC-DUL-0062,OL-LIC-DUL-0062,LICOR DE MEMBRILLO DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0062,,0,0,,62
0063,OL-LIC-DUL-0063,OL-LIC-DUL-0063,LICOR DE CAPULIN DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0063,,0,0,,63
0064,OL-LIC-DUL-0064,OL-LIC-DUL-0064,LICOR DE CAPULIN DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0064,,0,0,,64
0065,OL-LIC-DUL-0065,OL-LIC-DUL-0065,LICOR DE CAPULIN DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0065,,0,0,,65
0066,OL-LIC-DUL-0066,OL-LIC-DUL-0066,LICOR DE CAPULIN DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0066,,0,0,,66
0067,OL-CRE-DUL-0067,OL-CRE-DUL-0067,CREMA DE CHABACANO DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,CRE,DUL,-,0067,,0,0,,67
0068,OL-CRE-DUL-0068,OL-CRE-DUL-0068,CREMA DE CHABACANO DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,CRE,DUL,-,0068,,0,0,,68
0069,OL-CRE-DUL-0069,OL-CRE-DUL-0069,CREMA DE CHABACANO DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,CRE,DUL,-,0069,,0,0,,69
0070,OL-CRE-DUL-0070,OL-CRE-DUL-0070,CREMA DE CHABACANO DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,CRE,DUL,-,0070,,0,0,,70
0071,OL-LIC-DUL-0071,OL-LIC-DUL-0071,LICOR CREMA DE DURAZNO DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0071,,0,0,,71
0072,OL-LIC-DUL-0072,OL-LIC-DUL-0072,LICOR CREMA DE DURAZNO DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0072,,0,0,,72
0073,OL-LIC-DUL-0073,OL-LIC-DUL-0073,LICOR CREMA DE DURAZNO DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0073,,0,0,,73
0074,OL-LIC-DUL-0074,OL-LIC-DUL-0074,LICOR CREMA DE DURAZNO DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0074,,0,0,,74
0075,OL-LIC-DUL-0075,OL-LIC-DUL-0075,LICOR DE MANZANA DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0075,,0,0,,75
0076,OL-LIC-DUL-0076,OL-LIC-DUL-0076,LICOR DE MANZANA DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0076,,0,0,,76
0077,OL-LIC-DUL-0077,OL-LIC-DUL-0077,LICOR DE MANZANA DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0077,,0,0,,77
0078,OL-LIC-DUL-0078,OL-LIC-DUL-0078,LICOR DE MANZANA DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0078,,0,0,,78
0079,OL-LIC-DUL-0079,OL-LIC-DUL-0079,LICOR CREMA DE GUAYABA DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0079,,0,0,,79
0080,OL-LIC-DUL-0080,OL-LIC-DUL-0080,LICOR CREMA DE GUAYABA DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0080,,0,0,,80
0081,OL-LIC-DUL-0081,OL-LIC-DUL-0081,LICOR CREMA DE GUAYABA DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0081,,0,0,,81
0082,OL-LIC-DUL-0082,OL-LIC-DUL-0082,LICOR CREMA DE GUAYABA DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0082,,0,0,,82
0083,OL-LIC-DUL-0083,OL-LIC-DUL-0083,LICOR CREMA DE TEJOCOTE DE 750 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0083,,0,0,,83
0084,OL-LIC-DUL-0084,OL-LIC-DUL-0084,LICOR CREMA DE TEJOCOTE DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0084,,0,0,,84
0085,OL-LIC-DUL-0085,OL-LIC-DUL-0085,LICOR CREMA DE TEJOCOTE DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0085,,0,0,,85
0086,OL-LIC-DUL-0086,OL-LIC-DUL-0086,LICOR CREMA DE TEJOCOTE DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0086,,0,0,,86
0087,OL-LIC-DUL-0087,OL-LIC-DUL-0087,LICOR CREMA DE CIRUELA DE 750 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0087,,0,0,,87
0088,OL-LIC-DUL-0088,OL-LIC-DUL-0088,LICOR CREMA DE CIRUELA DE 500 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0088,,0,0,,88
0089,OL-LIC-DUL-0089,OL-LIC-DUL-0089,LICOR CREMA DE CIRUELA DE 250 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0089,,0,0,,89
0090,OL-LIC-DUL-0090,OL-LIC-DUL-0090,LICOR CREMA DE CIRUELA DE 50 ML. ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0090,,0,0,,90
0091,OL-LIC-DUL-0091,OL-LIC-DUL-0091,LICOR CREMA DE ZARZAMORA DE 750 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 139 , $ 26.40 , $ 165.00 ,45.00%, $ 74.25 ,, $ 7.29 , $ 1.17 , $ 7.55 , $ 16.00 ,3.14%,$255,,$35.21,$220,$81,,,,,,,,,OL,LIC,DUL,-,0091,,0,0,,91
0092,OL-LIC-DUL-0092,OL-LIC-DUL-0092,LICOR CREMA DE ZARZAMORA DE 500 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0092,,0,0,,92
0093,OL-LIC-DUL-0093,OL-LIC-DUL-0093,LICOR CREMA DE ZARZAMORA DE 250 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 76 , $ 14.40 , $ 90.00 ,45.00%, $ 40.50 ,, $ 5.11 , $ 0.82 , $ 5.33 , $ 11.26 ,3.97%,$142,,$19.55,$122,$47,,,,,,,,,OL,LIC,DUL,-,0093,,0,0,,93
0094,OL-LIC-DUL-0094,OL-LIC-DUL-0094,LICOR CREMA DE ZARZAMORA DE 50 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 21 , $ 4.00 , $ 25.00 ,45.00%, $ 11.25 ,, $ 3.23 , $ 0.52 , $ 3.40 , $ 7.14 ,8.23%,$43,,$5.98,$37,$16,,,,,,,,,OL,LIC,DUL,-,0094,,0,0,,94
0095,OL-LIC-DUL-0095,OL-LIC-DUL-0095,LICOR DE CAFÉ DE 750 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 113 , $ 21.60 , $ 135.00 ,45.00%, $ 60.75 ,, $ 6.42 , $ 1.03 , $ 6.66 , $ 14.11 ,3.36%,$210,,$28.95,$181,$68,,,,,,,,,OL,LIC,DUL,-,0095,,0,0,,95
0096,OL-LIC-DUL-0096,OL-LIC-DUL-0096,LICOR DE CAFÉ DE 500 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 97 , $ 18.40 , $ 115.00 ,45.00%, $ 51.75 ,, $ 5.84 , $ 0.93 , $ 6.07 , $ 12.84 ,3.57%,$180,,$24.77,$155,$58,,,,,,,,,OL,LIC,DUL,-,0096,,0,0,,96
0097,OL-LIC-DUL-0097,OL-LIC-DUL-0097,LICOR DE CAFÉ DE 250 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 63 , $ 12.00 , $ 75.00 ,45.00%, $ 33.75 ,, $ 4.68 , $ 0.75 , $ 4.88 , $ 10.31 ,4.33%,$119,,$16.42,$103,$40,,,,,,,,,OL,LIC,DUL,-,0097,,0,0,,97
0098,OL-LIC-DUL-0098,OL-LIC-DUL-0098,LICOR DE CAFÉ DE 50 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ 17 , $ 3.20 , $ 20.00 ,45.00%, $ 9.00 ,, $ 3.08 , $ 0.49 , $ 3.25 , $ 6.82 ,9.52%,$36,,$4.94,$31,$14,,,,,,,,,OL,LIC,DUL,-,0098,,0,0,,98
,,,Mezcal de Membrillo de 750 ml,,,,,,, $ 235 , $ 44.80 , $ 280.00 ,45.00%, $ 126.00 ,, $ 10.62 , $ 1.70 , $ 10.97 , $ 23.29 ,2.71%,$429,,$59.21,$370,$135,,,,,,,,,,,,,,,,,,
,,,Mezcal de Manzana de 750 ml,,,,,,, $ 235 , $ 44.80 , $ 280.00 ,45.00%, $ 126.00 ,, $ 10.62 , $ 1.70 , $ 10.97 , $ 23.29 ,2.71%,$429,,$59.21,$370,$135,,,,,,,,,,,,,,,,,,
0099,OL-LIC-DUL-0099,OL-LIC-DUL-0099,LICOR DE NUEZ DE 750 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,LIC,DUL,-,0099,,0,0,,99
0100,OL-LIC-DUL-0100,OL-LIC-DUL-0100,LICOR DE NUEZ DE 500 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,LIC,DUL,-,0100,,0,,,100
0101,OL-LIC-DUL-0101,OL-LIC-DUL-0101,LICOR DE NUEZ DE 250 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,LIC,DUL,-,0101,,0,,,101
0102,OL-LIC-DUL-0102,OL-LIC-DUL-0102,LICOR DE NUEZ DE 50 ML ,,DULCES TIPICOS Y ALIMENTOS,El Huerto,UCAREO,4434101030,Yadira Mendoza Soto, $ -   , $ -  .00 , $ -   ,0.00%, $ -   ,, $ 2.50 , $ 0.40 , $ 2.66 , $ 5.56 ,50.00%,$6,,$0.77,$5,$5,,,,,,,,,OL,LIC,DUL,-,0102,,0,,,102
