sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,detalles
OL-HIG-DUL-0031,HIGO EN ALMIBAR DE 1/2KG,111,59,DULCES TIPICOS Y ALIMENTOS,OL-HIG-DUL-0031,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0031"",""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-CHO-DUL-0032,CHONGOS DE 500 GR,180,97,DULCES TIPICOS Y ALIMENTOS,OL-CHO-DUL-0032,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0032"",""precio_compra_con_iva"":115,""iva_compra"":18.4,""porcentaje_a_ganar"":45,""utilidad"":51.75,""openpay_comision"":5.84,""openpay_iva"":0.93,""comision_tienda_nube"":6.07,""total_comisiones"":12.84,""descuento_pago_transferencia_pct"":3.57,""iva_venta_desglosar"":24.77,""precio_venta_sin_iva"":155,""ganancia_real"":58,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-CHO-DUL-0033,CHONGOS DE 1000 GR,210,113,DULCES TIPICOS Y ALIMENTOS,OL-CHO-DUL-0033,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0033"",""precio_compra_con_iva"":135,""iva_compra"":21.6,""porcentaje_a_ganar"":45,""utilidad"":60.75,""openpay_comision"":6.42,""openpay_iva"":1.03,""comision_tienda_nube"":6.66,""total_comisiones"":14.11,""descuento_pago_transferencia_pct"":3.36,""iva_venta_desglosar"":28.95,""precio_venta_sin_iva"":181,""ganancia_real"":68,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-CAP-DUL-0034,CAPULINES EN DULCE 1 KG.,233,126,DULCES TIPICOS Y ALIMENTOS,OL-CAP-DUL-0034,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0034"",""precio_compra_con_iva"":150,""iva_compra"":24,""porcentaje_a_ganar"":45,""utilidad"":67.5,""openpay_comision"":6.85,""openpay_iva"":1.1,""comision_tienda_nube"":7.11,""total_comisiones"":15.05,""descuento_pago_transferencia_pct"":3.24,""iva_venta_desglosar"":32.08,""precio_venta_sin_iva"":200,""ganancia_real"":74,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-CAP-DUL-0035,CAPULINES EN DULCE 1/2 KG.,6,,DULCES TIPICOS Y ALIMENTOS,OL-CAP-DUL-0035,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0035"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0036,MERMELADA DE TEJOCOTE 330 GR.,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0036,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0036"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0037,MERMELADA DE MEMBRILLO 330 GR.,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0037,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0037"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0038,MERMELADA DE CHABACANO 330GR.,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0038,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0038"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0039,MERMELADA DE ZARZAMORA 330 GR,105,55,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0039,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0039"",""precio_compra_con_iva"":66,""iva_compra"":10.56,""porcentaje_a_ganar"":45,""utilidad"":29.7,""openpay_comision"":4.41,""openpay_iva"":0.71,""comision_tienda_nube"":4.62,""total_comisiones"":9.74,""descuento_pago_transferencia_pct"":4.62,""iva_venta_desglosar"":14.54,""precio_venta_sin_iva"":91,""ganancia_real"":35,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0040,MERMELADA DE HIGO 330 GR.,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0040,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0040"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0041,MERMELADA DE ZARZAMORA CON CHILE DE 330 GR,105,55,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0041,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0041"",""precio_compra_con_iva"":66,""iva_compra"":10.56,""porcentaje_a_ganar"":45,""utilidad"":29.7,""openpay_comision"":4.41,""openpay_iva"":0.71,""comision_tienda_nube"":4.62,""total_comisiones"":9.74,""descuento_pago_transferencia_pct"":4.62,""iva_venta_desglosar"":14.54,""precio_venta_sin_iva"":91,""ganancia_real"":35,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0042,MERMELADA DE ARANDANO DE 330 GR,105,55,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0042,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0042"",""precio_compra_con_iva"":66,""iva_compra"":10.56,""porcentaje_a_ganar"":45,""utilidad"":29.7,""openpay_comision"":4.41,""openpay_iva"":0.71,""comision_tienda_nube"":4.62,""total_comisiones"":9.74,""descuento_pago_transferencia_pct"":4.62,""iva_venta_desglosar"":14.54,""precio_venta_sin_iva"":91,""ganancia_real"":35,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0043,MERMELADA DE DURAZNO C/ TAMARINDO DE 330 GR,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0043,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0043"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0044,MERMELADA DE PERA CIRUELA Y CHIA DE 330 GR,6,,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0044,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0044"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0045,MERMELADA DE COCTEL DE FRUTAS CON CHÍA DE 330 GR,6,,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0045,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0045"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0046,MERMELADA GUAYABA CON CHILE DE 330 GR,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0046,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0046"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0047,MERMELADA DE GUAYABA CON CHIA DE 330 GR,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0047,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0047"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0048,MERMELADA DE MANZANA MANZANILLA CANELA DE 330 GR,78,40,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0048,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0048"",""precio_compra_con_iva"":48,""iva_compra"":7.68,""porcentaje_a_ganar"":45,""utilidad"":21.6,""openpay_comision"":3.89,""openpay_iva"":0.62,""comision_tienda_nube"":4.08,""total_comisiones"":8.6,""descuento_pago_transferencia_pct"":5.5,""iva_venta_desglosar"":10.79,""precio_venta_sin_iva"":67,""ganancia_real"":27,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-DUR-DUL-0049,DURAZNOS PRENSADOS CON MIEL DE AGAVE DE 500 GR,6,,DULCES TIPICOS Y ALIMENTOS,OL-DUR-DUL-0049,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0049"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-DUR-DUL-0050,DURAZNOS EN ALMIBAR CON MIEL DE AGAVE DE 500 GR,6,,DULCES TIPICOS Y ALIMENTOS,OL-DUR-DUL-0050,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0050"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0051,MERMELADA DE HIGO CON HIERBABUENA Y MIEL DE AGAVE DE 330 GR,6,,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0051,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0051"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0052,MERMELADA DE DURAZNO CON MIEL DE AGAVE DE 330 GR,111,59,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0052,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0052"",""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-MER-DUL-0053,Mermelada de Tejocote con Miel de Agave de 330gr,111,59,DULCES TIPICOS Y ALIMENTOS,OL-MER-DUL-0053,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0053"",""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0061,Mermelada de Membrillo con Miel de Agave de 330gr,111,59,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0062,Mermelada de manzana manzanilla canela de 330 gr,111,59,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0063,Cajeta Quemada y Envinada de 1 kg,187,101,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":120,""iva_compra"":19.2,""porcentaje_a_ganar"":45,""utilidad"":54,""openpay_comision"":5.98,""openpay_iva"":0.96,""comision_tienda_nube"":6.22,""total_comisiones"":13.16,""descuento_pago_transferencia_pct"":3.51,""iva_venta_desglosar"":25.81,""precio_venta_sin_iva"":161,""ganancia_real"":61,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0064,Cajeta Quemada y Envinada de 500 gr,104,55,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":65,""iva_compra"":10.4,""porcentaje_a_ganar"":45,""utilidad"":29.25,""openpay_comision"":4.39,""openpay_iva"":0.7,""comision_tienda_nube"":4.59,""total_comisiones"":9.67,""descuento_pago_transferencia_pct"":4.65,""iva_venta_desglosar"":14.33,""precio_venta_sin_iva"":90,""ganancia_real"":35,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0065,Cajeta Quemada y Envinada de 250 gr,111,59,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-SAL-DUL-0054,SALSA DE CHILE CHILPOTLE CON PERA DE 275GR.,111,59,DULCES TIPICOS Y ALIMENTOS,OL-SAL-DUL-0054,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0054"",""precio_compra_con_iva"":70,""iva_compra"":11.2,""porcentaje_a_ganar"":45,""utilidad"":31.5,""openpay_comision"":4.53,""openpay_iva"":0.72,""comision_tienda_nube"":4.74,""total_comisiones"":9.99,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":15.38,""precio_venta_sin_iva"":96,""ganancia_real"":37,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-SAL-DUL-0055,SALSA MACHA DE SEMILLAS DE 275GR.,142,76,DULCES TIPICOS Y ALIMENTOS,OL-SAL-DUL-0055,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0055"",""precio_compra_con_iva"":90,""iva_compra"":14.4,""porcentaje_a_ganar"":45,""utilidad"":40.5,""openpay_comision"":5.11,""openpay_iva"":0.82,""comision_tienda_nube"":5.33,""total_comisiones"":11.26,""descuento_pago_transferencia_pct"":3.97,""iva_venta_desglosar"":19.55,""precio_venta_sin_iva"":122,""ganancia_real"":47,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0068,Chile Peron En Escabeche de 1000g,187,101,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":120,""iva_compra"":19.2,""porcentaje_a_ganar"":45,""utilidad"":54,""openpay_comision"":5.98,""openpay_iva"":0.96,""comision_tienda_nube"":6.22,""total_comisiones"":13.16,""descuento_pago_transferencia_pct"":3.51,""iva_venta_desglosar"":25.81,""precio_venta_sin_iva"":161,""ganancia_real"":61,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
SINCODIGO-0069,Chile Peron En Escabeche de 500 kg,119,63,,,,,,,"{""financiero_2023"":{""precio_compra_con_iva"":75,""iva_compra"":12,""porcentaje_a_ganar"":45,""utilidad"":33.75,""openpay_comision"":4.68,""openpay_iva"":0.75,""comision_tienda_nube"":4.88,""total_comisiones"":10.31,""descuento_pago_transferencia_pct"":4.33,""iva_venta_desglosar"":16.42,""precio_venta_sin_iva"":103,""ganancia_real"":40,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-CHI-DUL-0056,CHILE CHIPOTLE EN ESCABECHE DE 1000 G,6,,DULCES TIPICOS Y ALIMENTOS,OL-CHI-DUL-0056,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0056"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-NOP-DUL-0057,NOPALES EN ESCABECHE DE 500KG,6,,DULCES TIPICOS Y ALIMENTOS,OL-NOP-DUL-0057,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0057"",""iva_compra"":0,""porcentaje_a_ganar"":0,""openpay_comision"":2.5,""openpay_iva"":0.4,""comision_tienda_nube"":2.66,""total_comisiones"":5.56,""descuento_pago_transferencia_pct"":50,""iva_venta_desglosar"":0.77,""precio_venta_sin_iva"":5,""ganancia_real"":5,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-LIC-DUL-0059,LICOR DE MEMBRILLO DE 750 ML.,210,113,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0059,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0059"",""precio_compra_con_iva"":135,""iva_compra"":21.6,""porcentaje_a_ganar"":45,""utilidad"":60.75,""openpay_comision"":6.42,""openpay_iva"":1.03,""comision_tienda_nube"":6.66,""total_comisiones"":14.11,""descuento_pago_transferencia_pct"":3.36,""iva_venta_desglosar"":28.95,""precio_venta_sin_iva"":181,""ganancia_real"":68,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
OL-LIC-DUL-0060,LICOR DE MEMBRILLO DE 500 ML.,180,97,DULCES TIPICOS Y ALIMENTOS,OL-LIC-DUL-0060,El Huerto,UCAREO,,,"{""proveedor_contacto"":""Yadira Mendoza Soto"",""proveedor_telefono"":""4434101030"",""financiero_2023"":{""numero_control"":""0060"",""precio_compra_con_iva"":115,""iva_compra"":18.4,""porcentaje_a_ganar"":45,""utilidad"":51.75,""openpay_comision"":5.84,""openpay_iva"":0.93,""comision_tienda_nube"":6.07,""total_comisiones"":12.84,""descuento_pago_transferencia_pct"":3.57,""iva_venta_desglosar"":24.77,""precio_venta_sin_iva"":155,""ganancia_real"":58,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
